Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,258.869995,259.100006,254.490005,256.839996,251.658798,3384200
2019-03-05,256.989990,257.170013,255.960007,256.540009,251.364868,2475900
2019-03-06,256.619995,256.619995,254.600006,254.899994,249.757950,2514900
2019-03-07,254.479996,254.600006,251.949997,252.850006,247.749298,6441200
2019-03-08,250.880005,252.449997,250.339996,252.339996,247.249573,4522300
2019-03-11,253.039993,256.119995,253.020004,256.019989,250.855347,1884200
2019-03-12,256.519989,257.459991,256.369995,256.929993,251.746979,2271900
2019-03-13,257.839996,259.589996,257.690002,258.679993,253.461685,1974300
2019-03-14,258.679993,259.119995,258.040009,258.589996,253.373505,1557500
2019-03-15,259.019989,260.570007,258.869995,259.850006,254.608093,3151200
2019-03-18,260.000000,260.989990,259.769989,260.779999,255.519348,1830000
2019-03-19,261.809998,262.589996,259.880005,260.859985,255.597672,4061800
2019-03-20,260.540009,261.769989,258.839996,259.929993,254.686462,3415200
2019-03-21,257.679993,261.859985,257.679993,261.429993,257.598175,2968300
2019-03-22,260.070007,260.609985,256.369995,256.459991,252.701004,4317400
2019-03-25,256.089996,257.279999,254.949997,256.230011,252.474380,2893600
2019-03-26,258.010010,259.119995,256.730011,258.079987,254.297241,3177600
2019-03-27,258.149994,258.730011,255.229996,256.880005,253.114868,2714300
2019-03-28,257.450012,258.220001,256.269989,257.880005,254.100189,1716700
2019-03-29,259.339996,259.720001,258.179993,259.540009,255.735870,2831100
2019-04-01,261.459991,262.779999,261.190002,262.529999,258.682037,3303900
2019-04-02,262.670013,262.850006,261.809998,262.619995,258.770721,1512600
2019-04-03,263.869995,264.250000,262.399994,263.109985,259.253510,1933900
2019-04-04,263.369995,263.959991,262.670013,263.739990,259.874298,1738500
2019-04-05,264.420013,265.059998,264.119995,265.010010,261.125671,1505000
2019-04-08,264.570007,265.309998,263.910004,265.239990,261.352295,1720100
2019-04-09,264.220001,264.540009,263.290009,263.829987,259.962982,2016900
2019-04-10,264.250000,264.839996,263.850006,264.739990,260.859650,2990600
2019-04-11,265.239990,265.239990,264.089996,264.690002,260.810394,1567700
2019-04-12,266.329987,266.769989,265.630005,266.480011,262.574127,1903400
2019-04-15,266.570007,266.640015,265.470001,266.299988,262.396759,1584500
2019-04-16,267.200012,267.239990,265.859985,266.489990,262.583984,2447700
2019-04-17,267.589996,267.609985,265.399994,265.839996,261.943542,1872400
2019-04-18,266.440002,266.600006,265.079987,266.339996,262.436188,2788900
2019-04-22,265.559998,266.709991,265.470001,266.600006,262.692383,1126500
2019-04-23,266.959991,269.190002,266.709991,268.899994,264.958679,2618300
2019-04-24,268.890015,269.209991,268.230011,268.369995,264.436432,1393400
2019-04-25,268.279999,268.880005,266.980011,268.269989,264.337891,1237400
2019-04-26,268.279999,269.540009,267.459991,269.500000,265.549866,2172600
2019-04-29,269.559998,270.410004,269.459991,269.839996,265.884888,1892500
2019-04-30,269.559998,270.309998,268.109985,270.010010,266.052399,2024600
2019-05-01,270.679993,270.869995,268.000000,268.040009,264.111298,2669400
2019-05-02,267.880005,268.799988,265.929993,267.510010,263.589050,3009000
2019-05-03,268.920013,270.320007,268.700012,270.049988,266.091827,1969000
2019-05-06,265.649994,269.359985,265.309998,268.980011,265.037506,3966900
2019-05-07,266.480011,267.079987,262.480011,264.619995,260.741364,4752500
2019-05-08,264.140015,265.820007,263.470001,264.100006,260.229004,2662500
2019-05-09,261.940002,263.839996,260.200012,263.290009,259.430939,3094800
2019-05-10,262.369995,265.380005,259.269989,264.519989,260.642853,3131900
2019-05-13,259.369995,260.339996,257.070007,258.029999,254.248001,5548200
2019-05-14,258.989990,261.820007,258.839996,260.269989,256.455139,4702600
2019-05-15,258.630005,262.450012,258.399994,261.809998,257.972565,2444100
2019-05-16,262.470001,265.600006,262.450012,264.209991,260.337402,3221500
