Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,25.910000,25.910000,25.612000,25.700001,25.041664,2800
2019-03-05,25.731001,25.731001,25.700001,25.700001,25.041664,500
2019-03-06,25.780001,25.780001,25.650000,25.660000,25.002687,700
2019-03-07,25.240000,25.299999,25.230000,25.231001,24.584679,7400
2019-03-08,25.191000,25.191000,25.191000,25.191000,24.545704,400
2019-03-11,25.340000,25.344999,25.330999,25.340000,24.690886,2500
2019-03-12,25.559999,25.559999,25.440001,25.450001,24.798067,2100
2019-03-13,25.500000,25.650000,25.500000,25.650000,24.992945,3600
2019-03-14,25.709999,25.709999,25.610001,25.660000,25.002687,2000
2019-03-15,25.910000,25.910000,25.860001,25.907000,25.243362,1200
2019-03-18,25.959999,25.959999,25.809999,25.930000,25.265772,2400
2019-03-19,26.170000,26.250000,26.120001,26.150000,25.480135,1300
2019-03-20,25.865000,25.865000,25.830000,25.844999,25.182949,600
2019-03-21,25.639999,25.670000,25.639999,25.670000,25.012432,500
2019-03-22,25.330000,25.379000,25.120001,25.120001,24.476521,2600
2019-03-25,25.200001,25.200001,25.039000,25.039000,24.397596,1300
2019-03-26,25.039000,25.039000,25.039000,25.039000,24.397596,100
2019-03-27,25.090000,25.202000,25.090000,25.180000,24.534985,2400
2019-03-28,25.180000,25.290001,25.070000,25.230000,24.583702,45300
2019-03-29,25.350000,25.389999,25.211000,25.389999,24.739605,4700
2019-04-01,25.709999,25.709999,25.645000,25.658001,25.000740,76600
2019-04-02,25.820000,25.840000,25.743000,25.840000,25.178078,1600
2019-04-03,26.100000,26.285000,26.100000,26.285000,25.611679,3500
2019-04-04,26.382999,26.441999,26.275999,26.340000,25.665270,9900
2019-04-05,26.290001,26.358999,26.290001,26.320000,25.645781,700
2019-04-08,26.510000,26.510000,26.330000,26.340000,25.665270,1700
2019-04-09,26.290001,26.290001,26.170000,26.170000,25.499624,1800
2019-04-10,26.316000,26.316000,26.301001,26.301001,25.627270,400
2019-04-11,26.250000,26.322001,26.250000,26.302999,25.629217,2900
2019-04-12,26.559999,26.658001,26.500000,26.600000,25.918610,2400
2019-04-15,26.570000,26.649000,26.542000,26.649000,25.966354,2600
2019-04-16,26.750000,26.820000,26.750000,26.799999,26.113485,700
2019-04-17,26.900000,26.948999,26.850000,26.850000,26.162205,600
2019-04-18,26.865000,26.969999,26.865000,26.969999,26.279131,5000
2019-04-22,27.100000,27.100000,26.976000,26.990000,26.298620,6900
2019-04-23,26.785999,26.875000,26.785999,26.875000,26.186565,900
2019-04-24,26.879999,26.975000,26.840000,26.891001,26.202156,5600
2019-04-25,26.730000,26.870001,26.730000,26.830000,26.142717,22200
2019-04-26,26.910000,26.969999,26.865999,26.969000,26.278158,11900
2019-04-29,26.959999,27.000000,26.868000,26.969000,26.278158,24500
2019-04-30,26.940001,27.143000,26.940001,27.125999,26.431135,5200
2019-05-01,27.230000,27.230000,27.000000,27.000000,26.308363,1800
2019-05-02,27.004999,27.101000,26.891001,26.950001,26.259645,5900
2019-05-03,27.000000,27.209999,27.000000,27.209999,26.512983,2200
2019-05-06,26.580000,26.929001,26.580000,26.920000,26.230412,5100
2019-05-07,26.590000,26.590000,26.350000,26.429001,25.751989,2300
2019-05-08,26.670000,26.764999,26.670000,26.674999,25.991688,1700
2019-05-09,26.313000,26.525999,26.313000,26.525999,25.846504,3800
2019-05-10,26.490000,26.639999,26.490000,26.639999,25.957584,900
2019-05-13,26.080000,26.139999,26.059999,26.061001,25.393417,2500
2019-05-14,26.275999,26.309000,26.275999,26.309000,25.635065,900
2019-05-15,26.504999,26.504999,26.504999,26.504999,25.826042,200
2019-05-16,26.799999,26.820000,26.799999,26.820000,26.132975,800
2019-05-17,26.600000,26.604000,26.572001,26.572001,25.891327,800
2019-05-20,26.129999,26.306000,26.129999,26.209999,25.538599,2000
2019-05-21,26.379999,26.445000,26.379999,26.385000,25.709118,2000
2019-05-22,26.385000,26.385000,26.385000,26.385000,25.709118,100
2019-05-23,26.000000,26.056000,25.914000,26.054001,25.386597,6700
2019-05-24,26.054001,26.054001,26.054001,26.054001,25.386597,100
2019-05-28,26.166000,26.166000,26.061001,26.100000,25.431417,1600
2019-05-29,25.660000,25.799000,25.374001,25.448999,24.797094,3800
2019-05-30,25.719999,25.924000,25.719999,25.801001,25.140076,6800
2019-05-31,25.500000,27.190001,25.469999,27.190001,26.493498,7000
2019-06-03,25.660000,25.830000,25.650000,25.825001,25.163462,10700
2019-06-04,26.150000,26.166000,25.889999,26.090000,25.421675,10400
2019-06-05,26.115999,26.115999,26.115999,26.115999,25.447006,100
2019-06-06,26.326000,26.326000,26.326000,26.326000,25.651628,400
2019-06-07,26.549999,26.600000,26.223000,26.540001,25.860147,5300
2019-06-10,26.610001,26.760000,26.610001,26.750000,26.064768,900
2019-06-11,26.850000,26.886999,26.795000,26.886999,26.198256,3000
2019-06-12,26.780001,26.780001,26.358999,26.693001,26.009228,600
2019-06-13,26.520000,26.660999,26.480000,26.480000,25.801682,1200
2019-06-14,26.363001,26.363001,26.363001,26.363001,25.687681,100
2019-06-17,26.429001,26.429001,26.429001,26.429001,25.751989,300
2019-06-18,26.870001,26.947001,26.808001,26.816000,26.129076,1400
2019-06-19,26.940001,27.000000,26.940001,26.940001,26.249899,1300
2019-06-20,27.250000,27.260000,27.160000,27.160000,26.464264,2800
2019-06-21,26.999001,27.180000,26.999001,27.150000,26.454521,5000
2019-06-24,27.233000,27.233000,27.150000,27.153999,26.458418,700
2019-06-25,27.114000,27.114000,27.040001,27.040001,26.347340,700
2019-06-26,27.153999,27.153999,27.084999,27.084999,26.391184,500
2019-06-27,26.688000,26.688000,26.450001,26.450001,26.447180,2000
2019-06-28,26.875999,26.875999,26.500000,26.500000,26.497173,9400
2019-07-01,27.049999,27.094999,26.850000,26.850000,26.847137,3600
2019-07-02,26.879999,26.889999,26.879999,26.889999,26.887133,800
2019-07-03,27.174999,27.202999,27.080000,27.129999,27.127106,1700
2019-07-05,26.920000,26.920000,26.740000,26.740000,26.737148,1400
2019-07-08,26.790001,26.790001,26.620001,26.719999,26.717150,2500
2019-07-09,26.549999,26.597000,26.500000,26.559999,26.557167,3300
2019-07-10,26.635000,26.635000,26.420000,26.518999,26.516171,1700
2019-07-11,26.420000,26.420000,26.420000,26.420000,26.417183,100
2019-07-12,26.344999,26.344999,26.344999,26.344999,26.342190,200
2019-07-15,26.490000,26.601000,26.485001,26.570000,26.567167,3700
2019-07-16,26.438999,26.583000,26.438999,26.583000,26.580166,900
2019-07-17,26.583000,26.583000,26.583000,26.583000,26.580166,100
2019-07-18,26.583000,26.583000,26.583000,26.583000,26.580166,100
2019-07-19,26.129999,26.270000,26.010000,26.270000,26.267199,5500
2019-07-22,26.209999,26.260000,26.139999,26.209999,26.207205,4200
2019-07-23,26.469999,26.559999,26.469999,26.518999,26.516171,3200
2019-07-24,26.549999,26.653000,26.521999,26.525000,26.522171,1900
2019-07-25,26.570000,26.600000,26.160000,26.219999,26.217203,8200
2019-07-26,26.209999,26.316999,26.129999,26.129999,26.127213,8400
2019-07-29,26.340000,26.410000,26.320000,26.410000,26.407185,3300
2019-07-30,25.719999,25.829000,25.645000,25.829000,25.826246,2800
2019-07-31,25.820000,25.882000,25.270000,25.270000,25.267305,3500
2019-08-01,25.400000,25.690001,25.400000,25.528000,25.525278,1300
2019-08-02,25.400000,25.690001,25.400000,25.528000,25.525278,100
2019-08-05,24.820000,24.885000,24.639999,24.639999,24.637371,4900
2019-08-06,24.860001,24.980000,24.622999,24.670000,24.667370,3200
2019-08-07,24.690001,24.993999,24.680000,24.896000,24.893345,5500
2019-08-08,25.040001,25.305000,25.040001,25.070000,25.067326,2900
2019-08-09,24.900000,25.150000,24.900000,25.150000,25.147318,2500
2019-08-12,24.941999,24.941999,24.892000,24.892000,24.889345,700
2019-08-13,24.709999,25.059000,24.709999,25.010000,25.007334,1700
2019-08-14,24.500000,24.500000,24.150000,24.150000,24.147425,3900
2019-08-15,24.090000,24.090000,24.047001,24.080000,24.077433,2400
2019-08-16,24.211000,24.370001,24.211000,24.370001,24.367403,1400
2019-08-19,24.760000,24.816000,24.688999,24.780001,24.777359,2700
2019-08-20,24.576000,24.576000,24.546000,24.546000,24.543383,1400
2019-08-21,24.870001,24.913000,24.870001,24.913000,24.910343,700
2019-08-22,24.879999,24.879999,24.812000,24.812000,24.809355,200
2019-08-23,24.605000,24.740000,24.605000,24.656000,24.653372,2500
2019-08-26,24.620001,24.632999,24.500000,24.542000,24.539383,5800
2019-08-27,24.799999,24.846001,24.670000,24.777000,24.774359,2100
2019-08-28,24.459999,24.684999,24.459999,24.684999,24.682367,1500
2019-08-29,24.787001,24.858000,24.787001,24.858000,24.855349,400
2019-08-30,25.091999,25.228001,25.040001,25.219999,25.217310,9800
2019-09-03,24.889999,24.889999,24.750000,24.861000,24.858349,1700
2019-09-04,25.052000,25.250000,25.052000,25.150000,25.147318,6200
2019-09-05,25.590000,25.600000,25.389999,25.598000,25.595270,7800
2019-09-06,25.598000,25.598000,25.598000,25.598000,25.595270,0
2019-09-09,25.601999,25.605000,25.601999,25.605000,25.602270,1200
2019-09-10,25.605000,25.605000,25.605000,25.605000,25.602270,0
2019-09-11,25.780001,25.780001,25.780001,25.780001,25.777252,400
2019-09-12,25.940001,26.115999,25.940001,26.115999,26.113214,2100
2019-09-13,26.219999,26.280001,26.219999,26.280001,26.277199,1700
2019-09-16,26.059999,26.129999,25.950001,26.038000,26.035223,9200
2019-09-17,26.014999,26.014999,25.988001,25.988001,25.985229,400
2019-09-18,26.000000,26.000000,26.000000,26.000000,25.997227,300
2019-09-19,26.190001,26.200001,26.040001,26.040001,26.037224,2400
2019-09-20,26.040001,26.040001,26.040001,26.040001,26.037224,100
2019-09-23,25.676001,25.676001,25.676001,25.676001,25.673264,3200
2019-09-24,25.790001,25.790001,25.750000,25.750000,25.747253,3700
2019-09-25,25.500000,25.568001,25.400000,25.430000,25.427288,1900
2019-09-26,25.540001,25.639999,25.540001,25.639999,25.637266,700
2019-09-27,25.816000,25.816000,25.625000,25.625000,25.622267,600
2019-09-30,25.740000,25.770000,25.610001,25.610001,25.607269,1100
2019-10-01,25.669001,25.737000,25.669001,25.737000,25.734255,1000
2019-10-02,25.150000,25.150000,24.830000,24.889999,24.887344,6400
2019-10-03,24.680000,25.200001,24.680000,25.200001,25.197313,1200
2019-10-04,25.030001,25.030001,24.934999,24.934999,24.932341,1600
2019-10-07,25.110001,25.110001,25.110001,25.110001,25.107323,700
2019-10-08,25.070000,25.070000,24.920000,24.959999,24.957338,2300
2019-10-09,25.208000,25.208000,25.208000,25.208000,25.205313,100
2019-10-10,25.260000,25.407000,25.260000,25.407000,25.404291,500
2019-10-11,26.059999,26.311001,26.059999,26.100000,26.097218,4800
2019-10-14,26.243000,26.243000,26.243000,26.243000,26.240202,800
2019-10-15,26.200001,26.591999,26.200001,26.480000,26.477177,3000
2019-10-16,26.500000,26.600000,26.480000,26.600000,26.597164,1100
2019-10-17,26.840000,26.896000,26.840000,26.896000,26.893131,500
2019-10-18,26.750000,26.850000,26.655001,26.850000,26.847137,1400
2019-10-21,27.080000,27.156000,27.080000,27.110001,27.107109,3900
2019-10-22,27.010000,27.030001,26.820000,26.820000,26.817141,900
2019-10-23,27.138000,27.138000,27.138000,27.138000,27.135107,300
2019-10-24,27.139999,27.200001,27.127001,27.129999,27.127106,800
2019-10-25,27.129999,27.129999,27.129999,27.129999,27.127106,300
2019-10-28,27.260000,27.459999,27.260000,27.349001,27.346085,3400
2019-10-29,27.100000,27.260000,27.100000,27.260000,27.257093,1800
2019-10-30,27.260000,27.350000,27.260000,27.350000,27.347084,1400
2019-10-31,27.350000,27.350000,27.350000,27.350000,27.347084,100
2019-11-01,27.469999,27.639999,27.440001,27.639999,27.637053,3500
2019-11-04,27.920000,28.025999,27.716000,27.716000,27.713045,6600
2019-11-05,27.740000,27.750000,27.521000,27.747999,27.745041,6500
2019-11-06,27.708000,27.808001,27.708000,27.808001,27.805035,400
2019-11-07,27.940001,28.017000,27.900000,27.959999,27.957018,7300
2019-11-08,27.770000,27.820000,27.600000,27.809999,27.807034,6500
2019-11-11,27.600000,27.600000,27.540001,27.559999,27.557060,1400
2019-11-12,27.790001,27.795000,27.750000,27.750000,27.747042,1600
2019-11-13,27.730000,27.730000,27.730000,27.730000,27.727043,1800
2019-11-14,27.620001,27.739000,27.530001,27.655001,27.652052,3100
2019-11-15,27.790001,27.862000,27.790001,27.862000,27.859028,1100
2019-11-18,27.730000,27.805000,27.700001,27.805000,27.802036,2900
2019-11-19,27.886000,27.886000,27.860001,27.860001,27.857029,3100
2019-11-20,27.600000,27.801001,27.580000,27.680000,27.677050,2200
2019-11-21,27.600000,27.684999,27.600000,27.684999,27.682047,200
2019-11-22,27.760000,27.760000,27.639000,27.655001,27.652052,1300
2019-11-25,27.629999,27.818001,27.629999,27.690001,27.687048,3800
2019-11-26,27.760000,27.790001,27.652000,27.750000,27.747042,2200
2019-11-27,27.716000,27.823000,27.716000,27.780001,27.777039,1400
2019-11-29,27.760000,27.760000,27.700001,27.700001,27.697046,100
2019-12-02,27.520000,27.520000,27.230000,27.325001,27.322086,1700
2019-12-03,27.410000,27.459999,27.410000,27.459999,27.457071,500
2019-12-04,27.700001,27.799000,27.690001,27.690001,27.687048,2100
2019-12-05,27.655001,27.659000,27.610001,27.610001,27.607056,900
2019-12-06,27.660000,27.690001,27.520000,27.690001,27.687048,1200
2019-12-09,27.680000,27.680000,27.548000,27.548000,27.545063,1700
2019-12-10,27.480000,27.535000,27.260000,27.535000,27.532064,3000
2019-12-11,27.650000,27.760000,27.600000,27.760000,27.757040,5800
2019-12-12,27.900000,28.065001,27.900000,28.030001,28.027012,1100
2019-12-13,28.100000,28.288000,28.100000,28.219999,28.216990,6200
2019-12-16,28.400000,28.500000,28.344000,28.379999,28.376972,4200
2019-12-17,28.209999,28.315001,28.090000,28.195000,28.191994,4700
2019-12-18,27.980000,28.010000,27.966999,27.990000,27.987015,800
2019-12-19,27.812000,27.834999,27.812000,27.834999,27.832031,200
2019-12-20,28.000000,28.000000,27.900000,27.955000,27.952019,2600
2019-12-23,27.924000,27.990000,27.924000,27.990000,27.987015,4600
2019-12-24,27.990000,27.990000,27.990000,27.990000,27.987015,0
2019-12-26,27.980000,28.190001,27.980000,28.055000,28.052010,175900
2019-12-27,28.260000,28.299999,28.139999,28.139999,28.136999,2900
2019-12-30,28.040001,28.040001,27.700001,27.700001,27.700001,4400
2019-12-31,27.860001,28.103001,27.770000,28.103001,28.103001,6300
2020-01-02,28.538000,28.663000,28.405001,28.500000,28.500000,1500
2020-01-03,27.980000,28.111000,27.969999,27.990000,27.990000,2700
2020-01-06,27.799999,28.004999,27.799999,28.004999,28.004999,600
2020-01-07,28.040001,28.066000,27.955000,27.955000,27.955000,600
2020-01-08,28.155001,28.260000,28.155001,28.260000,28.260000,1700
2020-01-09,28.430000,28.510000,28.360001,28.450001,28.450001,5700
2020-01-10,28.517000,28.517000,28.500000,28.500000,28.500000,800
2020-01-13,28.240000,28.530001,28.225000,28.450001,28.450001,2500
2020-01-14,28.341999,28.480000,28.341999,28.360001,28.360001,400
2020-01-15,28.450001,28.500000,28.316000,28.379999,28.379999,18800
2020-01-16,28.490000,28.490000,28.379999,28.459999,28.459999,7600
2020-01-17,28.559999,28.570000,28.320000,28.320000,28.320000,5400
2020-01-21,28.480000,28.510000,28.480000,28.480000,28.480000,3600
2020-01-22,28.400000,28.465000,28.400000,28.465000,28.465000,8200
2020-01-23,28.200001,28.280001,28.035000,28.275000,28.275000,1900
2020-01-24,28.559999,28.650000,28.230000,28.309999,28.309999,4900
2020-01-27,27.629999,27.844999,27.500000,27.705999,27.705999,7300
2020-01-28,27.629999,27.879999,27.620001,27.879999,27.879999,1800
2020-01-29,27.940001,27.940001,27.722000,27.855000,27.855000,3800
2020-01-30,27.559999,27.705000,27.504999,27.705000,27.705000,2200
2020-01-31,27.379999,27.379999,27.100000,27.100000,27.100000,16900
2020-02-03,27.230000,27.400000,27.230000,27.385000,27.385000,2100
2020-02-04,27.860001,27.927999,27.750000,27.820000,27.820000,1100
2020-02-05,28.120001,28.170000,28.120001,28.170000,28.170000,200
2020-02-06,28.389999,28.389999,28.242001,28.242001,28.242001,1300
2020-02-07,28.040001,28.040001,27.895000,27.950001,27.950001,700
2020-02-10,27.820000,28.017000,27.820000,27.975000,27.975000,12700
2020-02-11,28.160000,28.254999,28.160000,28.254999,28.254999,2700
2020-02-12,28.360001,28.559999,28.250000,28.455000,28.455000,4900
2020-02-13,28.459999,28.459999,28.275000,28.275000,28.275000,800
2020-02-14,28.400000,28.400000,28.264999,28.264999,28.264999,2600
2020-02-18,28.110001,28.200001,28.059999,28.059999,28.059999,2500
2020-02-19,28.120001,28.247999,28.120001,28.240000,28.240000,1300
2020-02-20,28.299999,28.299999,27.940001,27.940001,27.940001,1800
2020-02-21,27.941999,27.941999,27.839001,27.920000,27.920000,900
2020-02-24,26.799999,26.868999,26.214001,26.815001,26.815001,4900
2020-02-25,26.799999,26.799999,26.124001,26.150000,26.150000,16900
2020-02-26,26.260000,26.464001,26.100000,26.170000,26.170000,3300
2020-02-27,25.620001,26.003000,25.209999,25.209999,25.209999,10700
2020-02-28,24.510000,24.995001,24.473000,24.950001,24.950001,6400
2020-03-02,24.510000,25.090000,25.090000,25.090000,25.090000,633
